order_id,customer_id,product_id,order_date,quantity
931,160,620,2024-07-07,3
932,747,760,2024-05-08,2
933,24,37,2024-06-08,1
934,820,892,2024-06-10,4
935,480,514,2024-05-24,5
936,201,717,2024-07-22,1
937,372,804,2024-05-04,5
938,350,168,2024-06-28,2
939,57,853,2024-08-21,2
940,125,361,2024-07-22,1
941,949,186,2024-07-05,5
942,529,550,2024-07-26,1
943,287,597,2024-07-26,1
944,849,363,2024-05-13,2
945,773,336,2024-06-12,2
946,917,607,2024-08-14,4
947,829,55,2024-07-23,1
948,756,631,2024-05-28,2
949,607,458,2024-05-08,5
950,628,814,2024-08-29,5
951,291,790,2024-08-09,3
952,16,773,2024-07-26,2
953,793,201,2024-05-27,3
954,961,135,2024-07-02,5
955,950,198,2024-05-28,3
956,340,355,2024-06-20,4
957,913,47,2024-06-17,5
958,242,559,2024-07-30,1
959,193,135,2024-08-04,2
960,976,66,2024-06-25,2
961,350,141,2024-06-03,1
962,89,220,2024-08-26,4
963,844,443,2024-07-24,5
964,567,196,2024-06-18,4
965,765,744,2024-05-25,2
966,769,153,2024-05-19,2
967,862,651,2024-06-22,1
968,494,404,2024-07-20,4
969,398,410,2024-05-21,2
970,621,5,2024-07-10,5
971,278,340,2024-06-19,3
972,538,963,2024-07-18,2
973,401,679,2024-05-22,4
974,383,896,2024-08-12,3
975,877,223,2024-05-14,3
976,952,575,2024-07-06,4
977,570,817,2024-07-15,4
978,334,951,2024-05-17,2
979,345,904,2024-08-24,5
980,171,259,2024-05-23,4
981,980,34,2024-07-24,3
982,951,508,2024-08-05,2
983,214,982,2024-08-19,3
984,103,635,2024-05-15,5
985,475,173,2024-05-05,2
986,736,436,2024-07-12,3
987,968,637,2024-05-28,5
988,741,845,2024-08-23,1
989,102,457,2024-05-20,5
990,817,756,2024-08-22,3
991,841,964,2024-05-21,3
992,86,537,2024-07-07,5
993,881,385,2024-05-06,3
994,71,206,2024-08-21,1
995,301,315,2024-07-04,2
996,755,307,2024-06-13,1
997,164,359,2024-07-07,4
998,628,600,2024-07-07,1
999,119,478,2024-05-04,1
1000,298,136,2024-06-01,3
