payment_id,order_id,payment_method,payment_status,payment_date
670,670,UPI,Pending,2024-05-12
671,671,Credit Card,Pending,2024-05-02
672,672,Credit Card,Completed,2024-03-16
673,673,UPI,Completed,2024-02-08
674,674,PayPal,Completed,2024-07-14
675,675,Bank Transfer,Completed,2024-06-09
676,676,Credit Card,Failed,2024-01-10
677,677,Debit Card,Pending,2024-06-05
678,678,UPI,Failed,2024-02-06
679,679,Bank Transfer,Pending,2024-02-11
680,680,PayPal,Completed,2024-05-01
681,681,Bank Transfer,Failed,2024-05-01
682,682,Bank Transfer,Completed,2024-02-19
683,683,UPI,Failed,2024-06-18
684,684,Credit Card,Failed,2024-01-10
685,685,Bank Transfer,Failed,2024-05-31
686,686,PayPal,Completed,2024-01-29
687,687,PayPal,Pending,2024-05-11
688,688,UPI,Failed,2024-07-05
689,689,Debit Card,Completed,2024-06-18
690,690,Debit Card,Completed,2024-01-25
691,691,Debit Card,Pending,2024-06-28
692,692,PayPal,Pending,2024-03-06
693,693,UPI,Failed,2024-05-12
694,694,Bank Transfer,Completed,2024-01-28
695,695,UPI,Pending,2024-05-31
696,696,Credit Card,Completed,2024-03-21
697,697,Credit Card,Completed,2024-05-16
698,698,Bank Transfer,Completed,2024-04-27
699,699,Credit Card,Completed,2024-01-07
700,700,Credit Card,Pending,2024-06-05
701,701,UPI,Failed,2024-05-03
702,702,PayPal,Pending,2024-01-15
703,703,Credit Card,Failed,2024-01-04
704,704,Debit Card,Pending,2024-03-13
705,705,UPI,Pending,2024-07-16
706,706,Debit Card,Completed,2024-01-13
707,707,Debit Card,Failed,2024-01-10
708,708,Debit Card,Completed,2024-03-28
709,709,Debit Card,Pending,2024-02-06
710,710,Bank Transfer,Failed,2024-03-21
711,711,Credit Card,Failed,2024-04-23
712,712,Debit Card,Completed,2024-01-27
713,713,Bank Transfer,Completed,2024-05-21
714,714,Bank Transfer,Completed,2024-02-14
715,715,Credit Card,Completed,2024-03-04
716,716,Credit Card,Completed,2024-01-17
717,717,Credit Card,Failed,2024-05-06
718,718,Bank Transfer,Failed,2024-06-25
719,719,PayPal,Completed,2024-04-29
720,720,UPI,Pending,2024-06-19
721,721,Credit Card,Completed,2024-04-27
722,722,Credit Card,Failed,2024-03-07
723,723,Credit Card,Pending,2024-05-11
724,724,UPI,Pending,2024-05-15
725,725,Credit Card,Completed,2024-04-20
726,726,Debit Card,Pending,2024-05-07
727,727,PayPal,Pending,2024-03-15
728,728,Credit Card,Failed,2024-04-22
729,729,Bank Transfer,Completed,2024-03-07
730,730,Debit Card,Failed,2024-03-05
731,731,PayPal,Completed,2024-03-22
732,732,Credit Card,Completed,2024-05-16
733,733,Debit Card,Completed,2024-04-30
734,734,UPI,Completed,2024-05-28
735,735,Debit Card,Completed,2024-05-11
736,736,Bank Transfer,Completed,2024-07-11
737,737,UPI,Failed,2024-02-19
738,738,Bank Transfer,Completed,2024-07-06
739,739,UPI,Completed,2024-01-20
740,740,Credit Card,Completed,2024-04-15
741,741,Debit Card,Pending,2024-03-12
742,742,Credit Card,Failed,2024-01-07
743,743,Bank Transfer,Completed,2024-05-20
744,744,UPI,Pending,2024-04-07
745,745,Bank Transfer,Pending,2024-06-19
746,746,PayPal,Completed,2024-07-05
747,747,PayPal,Pending,2024-06-10
748,748,PayPal,Completed,2024-06-01
749,749,Debit Card,Completed,2024-06-30
750,750,Bank Transfer,Pending,2024-04-08
751,751,Credit Card,Failed,2024-05-16
752,752,Credit Card,Failed,2024-06-26
753,753,PayPal,Pending,2024-05-12
754,754,Debit Card,Completed,2024-02-09
755,755,UPI,Pending,2024-03-09
756,756,PayPal,Completed,2024-02-26
757,757,Bank Transfer,Failed,2024-05-03
758,758,Credit Card,Failed,2024-02-09
759,759,UPI,Pending,2024-03-02
760,760,Bank Transfer,Failed,2024-01-18
761,761,Debit Card,Pending,2024-05-05
762,762,Debit Card,Completed,2024-05-09
763,763,Debit Card,Failed,2024-01-06
764,764,Debit Card,Completed,2024-04-29
765,765,UPI,Failed,2024-02-18
766,766,UPI,Failed,2024-05-22
767,767,Credit Card,Failed,2024-01-16
768,768,Debit Card,Completed,2024-06-20
769,769,Credit Card,Pending,2024-03-17
770,770,Bank Transfer,Failed,2024-01-07
771,771,PayPal,Pending,2024-04-18
772,772,Debit Card,Completed,2024-06-02
773,773,Debit Card,Completed,2024-03-10
774,774,Credit Card,Completed,2024-03-18
775,775,Debit Card,Failed,2024-06-03
776,776,Credit Card,Completed,2024-06-18
777,777,Bank Transfer,Pending,2024-03-26
778,778,Bank Transfer,Completed,2024-06-09
779,779,UPI,Completed,2024-06-13
780,780,Bank Transfer,Pending,2024-04-05
781,781,Debit Card,Completed,2024-02-26
782,782,PayPal,Pending,2024-02-14
783,783,Bank Transfer,Completed,2024-03-08
784,784,Credit Card,Completed,2024-04-10
785,785,UPI,Pending,2024-01-25
786,786,UPI,Completed,2024-01-23
787,787,Debit Card,Failed,2024-06-11
788,788,Debit Card,Failed,2024-02-16
789,789,PayPal,Completed,2024-01-16
790,790,Debit Card,Pending,2024-07-06
791,791,Debit Card,Failed,2024-05-07
792,792,UPI,Completed,2024-05-01
793,793,Bank Transfer,Failed,2024-07-01
794,794,UPI,Completed,2024-04-26
795,795,Bank Transfer,Failed,2024-05-15
796,796,Debit Card,Failed,2024-04-19
797,797,UPI,Failed,2024-01-01
798,798,UPI,Failed,2024-05-15
799,799,Bank Transfer,Completed,2024-03-31
800,800,PayPal,Pending,2024-04-19
801,801,Bank Transfer,Completed,2024-03-19
802,802,Bank Transfer,Completed,2024-06-09
803,803,Debit Card,Completed,2024-04-15
804,804,PayPal,Pending,2024-01-20
805,805,Debit Card,Failed,2024-05-07
806,806,Credit Card,Failed,2024-01-11
807,807,UPI,Completed,2024-06-26
808,808,Credit Card,Failed,2024-01-09
809,809,Debit Card,Pending,2024-04-13
810,810,Bank Transfer,Completed,2024-05-14
811,811,UPI,Completed,2024-02-20
812,812,UPI,Failed,2024-02-21
813,813,UPI,Failed,2024-07-17
814,814,PayPal,Pending,2024-07-04
815,815,PayPal,Failed,2024-04-30
816,816,Debit Card,Pending,2024-05-29
817,817,PayPal,Failed,2024-03-24
818,818,UPI,Pending,2024-05-21
819,819,Bank Transfer,Failed,2024-01-31
820,820,Bank Transfer,Failed,2024-03-07
821,821,PayPal,Pending,2024-04-25
822,822,PayPal,Failed,2024-02-09
823,823,Credit Card,Pending,2024-02-16
824,824,Credit Card,Pending,2024-05-16
825,825,Debit Card,Completed,2024-05-26
826,826,Credit Card,Completed,2024-02-11
827,827,PayPal,Pending,2024-03-07
828,828,Bank Transfer,Completed,2024-06-22
829,829,Debit Card,Failed,2024-06-04
830,830,UPI,Pending,2024-04-20
831,831,UPI,Pending,2024-01-26
832,832,Debit Card,Completed,2024-03-14
833,833,Debit Card,Pending,2024-07-05
834,834,UPI,Failed,2024-02-24
835,835,UPI,Completed,2024-02-21
836,836,Debit Card,Pending,2024-05-25
837,837,PayPal,Completed,2024-03-11
838,838,Bank Transfer,Failed,2024-05-19
839,839,Debit Card,Pending,2024-06-23
840,840,Credit Card,Failed,2024-02-17
841,841,Debit Card,Failed,2024-02-25
842,842,Debit Card,Failed,2024-01-08
843,843,Bank Transfer,Pending,2024-02-11
844,844,UPI,Pending,2024-06-09
845,845,PayPal,Pending,2024-04-24
846,846,Bank Transfer,Pending,2024-05-03
847,847,Debit Card,Pending,2024-07-11
848,848,UPI,Failed,2024-04-25
849,849,Debit Card,Completed,2024-02-07
850,850,Credit Card,Pending,2024-06-09
851,851,UPI,Completed,2024-05-26
852,852,PayPal,Pending,2024-01-11
853,853,Debit Card,Pending,2024-06-06
854,854,PayPal,Failed,2024-04-02
855,855,Bank Transfer,Failed,2024-07-03
856,856,Debit Card,Completed,2024-02-04
857,857,PayPal,Failed,2024-04-26
858,858,UPI,Pending,2024-02-16
859,859,Credit Card,Failed,2024-06-17
860,860,Credit Card,Pending,2024-02-19
861,861,UPI,Failed,2024-06-30
862,862,UPI,Pending,2024-02-26
863,863,PayPal,Completed,2024-07-10
864,864,Debit Card,Failed,2024-01-01
865,865,Credit Card,Failed,2024-07-14
866,866,Bank Transfer,Completed,2024-07-02
867,867,UPI,Failed,2024-01-14
868,868,Debit Card,Pending,2024-02-01
869,869,Credit Card,Pending,2024-03-23
870,870,PayPal,Pending,2024-06-19
871,871,Credit Card,Pending,2024-05-11
872,872,Credit Card,Pending,2024-03-20
873,873,PayPal,Failed,2024-05-08
874,874,Bank Transfer,Failed,2024-03-26
875,875,Bank Transfer,Completed,2024-01-16
876,876,UPI,Completed,2024-07-14
877,877,Bank Transfer,Pending,2024-03-01
878,878,Debit Card,Pending,2024-05-18
879,879,PayPal,Failed,2024-04-02
880,880,Bank Transfer,Pending,2024-04-28
881,881,Debit Card,Pending,2024-02-15
882,882,UPI,Pending,2024-03-19
883,883,UPI,Failed,2024-05-08
884,884,UPI,Failed,2024-06-13
885,885,UPI,Failed,2024-02-20
886,886,PayPal,Completed,2024-06-09
887,887,UPI,Failed,2024-03-13
888,888,PayPal,Pending,2024-05-09
889,889,Debit Card,Failed,2024-05-13
890,890,Bank Transfer,Pending,2024-06-03
891,891,PayPal,Failed,2024-05-19
892,892,Bank Transfer,Failed,2024-06-07
893,893,Bank Transfer,Failed,2024-05-19
894,894,UPI,Completed,2024-04-18
895,895,PayPal,Completed,2024-01-09
896,896,UPI,Failed,2024-04-20
897,897,Bank Transfer,Failed,2024-01-19
898,898,PayPal,Completed,2024-05-14
899,899,Credit Card,Pending,2024-05-25
900,900,Bank Transfer,Pending,2024-05-28
901,901,Bank Transfer,Completed,2024-05-09
902,902,UPI,Pending,2024-04-26
903,903,Bank Transfer,Failed,2024-05-19
904,904,UPI,Completed,2024-05-12
905,905,Debit Card,Pending,2024-03-21
906,906,Credit Card,Completed,2024-05-17
907,907,UPI,Completed,2024-06-03
908,908,Bank Transfer,Failed,2024-06-22
909,909,UPI,Failed,2024-01-12
910,910,Debit Card,Failed,2024-07-16
911,911,PayPal,Pending,2024-04-12
912,912,Bank Transfer,Pending,2024-06-13
913,913,Credit Card,Pending,2024-05-28
914,914,Credit Card,Completed,2024-05-12
915,915,Bank Transfer,Pending,2024-02-29
916,916,Bank Transfer,Pending,2024-02-14
917,917,UPI,Completed,2024-05-29
918,918,Debit Card,Completed,2024-06-05
919,919,Bank Transfer,Pending,2024-05-17
920,920,Credit Card,Pending,2024-06-22
921,921,Debit Card,Pending,2024-04-29
922,922,PayPal,Completed,2024-03-14
923,923,Bank Transfer,Pending,2024-05-28
924,924,Credit Card,Failed,2024-05-16
925,925,Credit Card,Completed,2024-02-16
926,926,Credit Card,Failed,2024-03-09
927,927,Credit Card,Pending,2024-05-02
928,928,Credit Card,Pending,2024-04-17
929,929,PayPal,Failed,2024-03-06
930,930,Bank Transfer,Completed,2024-01-31
931,931,Bank Transfer,Failed,2024-07-01
932,932,Bank Transfer,Failed,2024-02-28
933,933,PayPal,Completed,2024-02-04
934,934,PayPal,Completed,2024-05-16
935,935,Debit Card,Pending,2024-07-05
936,936,Credit Card,Completed,2024-04-20
937,937,UPI,Completed,2024-02-22
938,938,Bank Transfer,Completed,2024-06-26
939,939,Bank Transfer,Completed,2024-04-25
940,940,PayPal,Completed,2024-06-08
941,941,PayPal,Failed,2024-02-21
942,942,Debit Card,Failed,2024-07-04
943,943,Debit Card,Failed,2024-06-08
944,944,Credit Card,Failed,2024-05-16
945,945,Debit Card,Pending,2024-01-30
946,946,Credit Card,Pending,2024-01-04
947,947,PayPal,Completed,2024-03-24
948,948,UPI,Failed,2024-07-06
949,949,Debit Card,Pending,2024-01-06
950,950,UPI,Pending,2024-02-03
951,951,Bank Transfer,Completed,2024-04-22
952,952,Credit Card,Failed,2024-04-15
953,953,PayPal,Pending,2024-03-26
954,954,Bank Transfer,Failed,2024-02-07
955,955,PayPal,Pending,2024-03-05
956,956,Debit Card,Failed,2024-05-23
957,957,UPI,Failed,2024-07-01
958,958,UPI,Pending,2024-04-12
959,959,UPI,Failed,2024-05-05
960,960,Debit Card,Completed,2024-03-31
961,961,Credit Card,Failed,2024-02-04
962,962,PayPal,Failed,2024-05-04
963,963,UPI,Pending,2024-03-26
964,964,Debit Card,Failed,2024-06-07
965,965,Credit Card,Pending,2024-06-04
966,966,PayPal,Failed,2024-05-06
967,967,Debit Card,Failed,2024-06-24
968,968,Credit Card,Failed,2024-03-28
969,969,Bank Transfer,Completed,2024-02-18
970,970,Debit Card,Pending,2024-05-24
971,971,Debit Card,Completed,2024-06-05
972,972,Credit Card,Pending,2024-03-13
973,973,UPI,Failed,2024-01-31
974,974,Credit Card,Completed,2024-01-13
975,975,PayPal,Pending,2024-05-25
976,976,PayPal,Pending,2024-03-12
977,977,UPI,Failed,2024-05-15
978,978,Debit Card,Completed,2024-04-07
979,979,Credit Card,Pending,2024-05-12
980,980,Bank Transfer,Completed,2024-06-30
981,981,Bank Transfer,Failed,2024-04-02
982,982,Bank Transfer,Completed,2024-01-20
983,983,Credit Card,Failed,2024-07-09
984,984,Bank Transfer,Failed,2024-07-16
985,985,UPI,Pending,2024-04-22
986,986,UPI,Pending,2024-05-26
987,987,Bank Transfer,Completed,2024-02-16
988,988,Credit Card,Failed,2024-04-16
989,989,Debit Card,Pending,2024-01-28
990,990,Debit Card,Pending,2024-03-03
991,991,Bank Transfer,Pending,2024-06-25
992,992,UPI,Failed,2024-04-07
993,993,PayPal,Completed,2024-03-02
994,994,Credit Card,Pending,2024-04-15
995,995,Debit Card,Completed,2024-04-07
996,996,UPI,Pending,2024-02-10
997,997,Credit Card,Completed,2024-05-25
998,998,Bank Transfer,Pending,2024-03-19
999,999,UPI,Failed,2024-02-15
1000,1000,UPI,Completed,2024-01-16
